Location,GROUP_ID,Sample_Type,SAMPLE_DATE,Year,Coupon_Date_Install,Coupon_Date_Pulled,Days_Installed,Coupon_Number,MPY,Corr_Inhib_Residual_PPM,BA_SRB_Bottle_Turn,BA_APB_Bottle_Turn,Biocide Residual
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Coupon,10/22/2013,2013,11/8/2012,4/16/2013,159,G6778,0.02,,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Bacteria,10/22/2013,2013,,,,,,,2,1,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,10/22/2013,2013,,,,,,,,,5
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,10/22/2013,2013,,,,,,6.1,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,10/22/2013,2013,,,,,,6.1,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,10/22/2013,2013,,,,,,,,,5
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Corrosion Coupon,10/22/2013,2013,4/22/2013,10/22/2013,183,D2893,0.44,,,,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Bacteria,10/22/2013,2013,,,,,,,5,5,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Biocide Residual,10/22/2013,2013,,,,,,,,,355
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,2/13/2014,2014,10/22/2013,2/13/2014,114,G7349,0.05,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Corrosion Coupon,4/21/2014,2014,10/14/2013,4/21/2014,189,D2832,0.02,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Bacteria,4/21/2014,2014,,,,,,,0,2,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Biocide Residual,4/21/2014,2014,,,,,,,,,17400
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/21/2014,2014,10/15/2013,4/21/2014,188,D2834,0.15,,,,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/21/2014,2014,,,,,,,0,1,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/21/2014,2014,,,,,,,,,450
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Corrosion Coupon,4/21/2014,2014,10/15/2013,4/21/2014,188,D2836,0.07,,,,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Bacteria,4/21/2014,2014,,,,,,,0,1,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Biocide Residual,4/21/2014,2014,,,,,,,,,13700
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Corrosion Coupon,4/21/2014,2014,10/14/2013,4/21/2014,189,D2833,0.02,,,,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Bacteria,4/21/2014,2014,,,,,,,0,1,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Biocide Residual,4/21/2014,2014,,,,,,,,,13600
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Biocide Residual,4/21/2014,2014,,,,,,,,,16500
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Bacteria,4/21/2014,2014,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Corrosion Coupon,4/21/2014,2014,10/14/2013,4/21/2014,189,D2829,0.01,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Corrosion Coupon,4/21/2014,2014,10/14/2013,4/21/2014,189,D2830,0.01,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Bacteria,4/21/2014,2014,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Biocide Residual,4/21/2014,2014,,,,,,,,,12800
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Corrosion Coupon,4/21/2014,2014,10/14/2013,4/21/2014,189,D2831,0.16,,,,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Bacteria,4/21/2014,2014,,,,,,,3,3,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Biocide Residual,4/21/2014,2014,,,,,,,,,#N/A
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/22/2014,2014,10/15/2013,4/22/2014,189,D2835,0.12,,,,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/22/2014,2014,,,,,,,5,4,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/22/2014,2014,,,,,,,,,15000
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/22/2014,2014,10/15/2013,4/22/2014,189,D2540,0.04,,,,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/22/2014,2014,,,,,,,3,3,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/22/2014,2014,,,,,,,,,4390
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/22/2014,2014,10/15/2013,4/22/2014,189,D2542,0.03,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/22/2014,2014,,,,,,,5,6,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/22/2014,2014,,,,,,,,,25700
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,4/22/2014,2014,10/15/2013,4/22/2014,189,D2544,0.16,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Bacteria,4/22/2014,2014,,,,,,,5,5,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,4/22/2014,2014,,,,,,,,,12
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Corrosion Coupon,4/22/2014,2014,10/15/2013,4/22/2014,189,D2543,0.01,,,,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Bacteria,4/22/2014,2014,,,,,,,1,1,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Biocide Residual,4/22/2014,2014,,,,,,,,,14500
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,4/22/2014,2014,10/15/2013,4/22/2014,189,D2545,0.12,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Bacteria,4/22/2014,2014,,,,,,,1,1,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,4/22/2014,2014,,,,,,,,,6900
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Corrosion Coupon,4/22/2014,2014,10/15/2013,4/22/2014,189,D2541,0.11,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Bacteria,4/22/2014,2014,,,,,,,0,2,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Biocide Residual,4/22/2014,2014,,,,,,,,,#N/A
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Coupon,4/23/2014,2014,10/22/2013,4/23/2014,183,D3236,0.05,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Bacteria,4/23/2014,2014,,,,,,,2,3,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Biocide Residual,4/23/2014,2014,,,,,,,,,10
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Corrosion Coupon,4/23/2014,2014,10/16/2014,4/23/2014,-176,D2548,0.02,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Bacteria,4/23/2014,2014,,,,,,,1,1,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Biocide Residual,4/23/2014,2014,,,,,,,,,12000
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Biocide Residual,4/23/2014,2014,,,,,,,,,30
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Bacteria,4/23/2014,2014,,,,,,,4,2,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Corrosion Coupon,4/23/2014,2014,10/22/2013,4/23/2014,183,D3238,0.02,,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Biocide Residual,4/23/2014,2014,,,,,,,,,430
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Bacteria,4/23/2014,2014,,,,,,,0,0,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Coupon,4/23/2014,2014,10/22/2013,4/23/2014,183,D3239,0.01,,,,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Corrosion Coupon,4/23/2014,2014,10/22/2013,4/23/2014,183,D3237,0.06,,,,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Bacteria,4/23/2014,2014,,,,,,,5,4,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Biocide Residual,4/23/2014,2014,,,,,,,,,355
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Residual,5/22/2014,2014,,,,,,0,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Biocide Residual,5/22/2014,2014,,,,,,,,,5
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Bacteria,5/22/2014,2014,,,,,,,3,3,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Coupon,5/22/2014,2014,10/22/2013,5/22/2014,212,G7214,0.59,,,,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Corrosion Coupon,5/22/2014,2014,10/22/2013,5/22/2014,212,G7345,0.01,,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,5/22/2014,2014,10/22/2013,5/22/2014,212,G7347,0.03,,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Bacteria,5/22/2014,2014,,,,,,,0,0,
"See Sta. from Billings 6"" -WaterTrap",BILLINGS TO SEE,Bacteria,5/22/2014,2014,,,,,,,0,0,
"See Sta. from Billings 6"" -WaterTrap",BILLINGS TO SEE,Corrosion Coupon,5/22/2014,2014,10/22/2013,5/22/2014,212,G7344,0.02,,,,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Corrosion Residual,5/22/2014,2014,,,,,,15,,,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Biocide Residual,5/22/2014,2014,,,,,,,,,1000
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Residual,5/22/2014,2014,,,,,,19,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Biocide Residual,5/22/2014,2014,,,,,,,,,440
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,5/22/2014,2014,10/22/2013,5/22/2014,212,G7348,0.03,,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Bacteria,5/22/2014,2014,,,,,,,0,0,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,5/22/2014,2014,,,,,,32,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,5/22/2014,2014,,,,,,,,,87
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Bacteria,5/22/2014,2014,,,,,,,4,3,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Coupon,5/22/2014,2014,10/22/2013,5/22/2014,212,G7346,0.03,,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Corrosion Coupon,6/3/2014,2014,11/25/2013,6/3/2014,190,G7112,0.05,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Coupon,10/14/2014,2014,4/23/2014,10/14/2014,174,D3160,0.58,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Bacteria,10/14/2014,2014,,,,,,,5,6,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Biocide Residual,10/14/2014,2014,,,,,,,,,5
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Corrosion Coupon,10/14/2014,2014,4/23/2014,10/14/2014,174,D3163,0.01,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Bacteria,10/14/2014,2014,,,,,,,4,5,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Biocide Residual,10/14/2014,2014,,,,,,,,,5
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Coupon,10/14/2014,2014,4/23/2014,10/14/2014,174,D3161,0.41,,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Bacteria,10/14/2014,2014,,,,,,,3,6,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Biocide Residual,10/14/2014,2014,,,,,,,,,5
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Corrosion Coupon,10/14/2014,2014,4/23/2014,10/14/2014,174,D3162,0.01,,,,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Bacteria,10/14/2014,2014,,,,,,,2,5,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Biocide Residual,10/14/2014,2014,,,,,,,,,5
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Coupon,10/22/2014,2014,5/22/2014,10/22/2014,153,G7396,1.09619281,,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Biocide Residual,10/22/2014,2014,,,,,,,,,5
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Bacteria,10/22/2014,2014,,,,,,,0,0,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Bacteria,10/22/2014,2014,,,,,,,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,10/22/2014,2014,5/22/2014,10/22/2014,153,G7393,0.061266667,,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Bacteria,10/22/2014,2014,,,,,,,0,0,
"See Sta. from Billings 6"" -WaterTrap",BILLINGS TO SEE,Corrosion Coupon,10/22/2014,2014,5/22/2014,10/22/2014,153,G7397,0.101510458,,,,
"See Sta. from Billings 6"" -WaterTrap",BILLINGS TO SEE,Bacteria,10/22/2014,2014,,,,,,,0,0,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Corrosion Coupon,10/22/2014,2014,5/22/2014,10/22/2014,153,G7398,0.050454902,,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,10/22/2014,2014,5/22/2014,10/22/2014,153,G7394,0.310537908,,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Residual,10/22/2014,2014,,,,,,96.35,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Biocide Residual,10/22/2014,2014,,,,,,,,,1600
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Bacteria,10/22/2014,2014,,,,,,,1,0,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Coupon,10/22/2014,2014,5/22/2014,10/22/2014,153,G7395,0.059464706,,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,10/22/2014,2014,,,,,,257.2,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,10/22/2014,2014,,,,,,,,,2450
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Bacteria,10/22/2014,2014,,,,,,,1,1,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Bacteria,10/22/2014,2014,,,,,,,0,0,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Corrosion Coupon,10/22/2014,2014,6/3/2014,12/9/2014,189,,0.02,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Corrosion Coupon,10/27/2014,2014,4/21/2014,10/27/2014,189,D2552,0.07,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Bacteria,10/27/2014,2014,,,,,,,1,0,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Biocide Residual,10/27/2014,2014,,,,,,,,,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Corrosion Coupon,10/27/2014,2014,4/21/2014,10/27/2014,189,D2599,0.14,,,,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Bacteria,10/27/2014,2014,,,,,,,1,0,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Biocide Residual,10/27/2014,2014,,,,,,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Corrosion Coupon,10/27/2014,2014,4/21/2014,10/27/2014,189,D2550,0.21,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Bacteria,10/27/2014,2014,,,,,,,2,0,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Biocide Residual,10/27/2014,2014,,,,,,,,,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Corrosion Coupon,10/27/2014,2014,4/21/2014,10/27/2014,189,D2551,6.3,,,,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Bacteria,10/27/2014,2014,,,,,,,3,2,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Biocide Residual,10/27/2014,2014,,,,,,,,,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D2556,0.45,,,,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/28/2014,2014,,,,,,,6,3,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/28/2014,2014,,,,,,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D3084,0.01,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Bacteria,10/28/2014,2014,,,,,,,2,0,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Biocide Residual,10/28/2014,2014,,,,,,,,,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D2557,16.32,,,,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/28/2014,2014,,,,,,,4,4,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/28/2014,2014,,,,,,,,,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D2555,0.23,,,,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/28/2014,2014,,,,,,,1,0,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/28/2014,2014,,,,,,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D3080,0.2,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/28/2014,2014,,,,,,,4,3,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/28/2014,2014,,,,,,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D3082,0.46,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/28/2014,2014,,,,,,,3,0,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/28/2014,2014,,,,,,,,,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D2554,0.24,,,,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Bacteria,10/28/2014,2014,,,,,,,2,0,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Biocide Residual,10/28/2014,2014,,,,,,,,,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D2553,0.51,,,,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Bacteria,10/28/2014,2014,,,,,,,2,0,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Biocide Residual,10/28/2014,2014,,,,,,,,,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D3081,0.05,,,,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Bacteria,10/28/2014,2014,,,,,,,2,0,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Biocide Residual,10/28/2014,2014,,,,,,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D3083,0.28,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Bacteria,10/28/2014,2014,,,,,,,5,4,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,10/28/2014,2014,,,,,,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Corrosion Coupon,10/28/2014,2014,4/22/2014,10/28/2014,189,D2558,0.28,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Bacteria,10/28/2014,2014,,,,,,,1,1,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Biocide Residual,10/28/2014,2014,,,,,,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Corrosion Coupon,4/22/2015,2015,10/27/2014,4/22/2015,177,D3088,0.01,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Bacteria,4/22/2015,2015,,,,,,,0,1,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Biocide Residual,4/22/2015,2015,,,,,,,,,2120
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/22/2015,2015,10/28/2014,4/22/2015,176,D3093,0.04,,,,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/22/2015,2015,,,,,,,0,1,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/22/2015,2015,,,,,,,,,2088
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Corrosion Coupon,4/22/2015,2015,10/28/2014,4/22/2015,176,D3094,0.21,,,,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Bacteria,4/22/2015,2015,,,,,,,0,1,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Biocide Residual,4/22/2015,2015,,,,,,,,,2100
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Corrosion Coupon,4/22/2015,2015,10/28/2014,4/22/2015,176,D3092,0.01,,,,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Bacteria,4/22/2015,2015,,,,,,,1,1,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Biocide Residual,4/22/2015,2015,,,,,,,,,2120
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Corrosion Coupon,4/22/2015,2015,10/27/2014,4/22/2015,177,D3089,0.01,,,,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Bacteria,4/22/2015,2015,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Biocide Residual,4/22/2015,2015,,,,,,,,,1930
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Corrosion Coupon,4/22/2015,2015,10/27/2014,4/22/2015,177,D3090,0,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Bacteria,4/22/2015,2015,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Biocide Residual,4/22/2015,2015,,,,,,,,,2030
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Corrosion Coupon,4/22/2015,2015,1/27/2015,4/22/2015,85,D2933,0.1,,,,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Bacteria,4/22/2015,2015,,,,,,,1,2,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Biocide Residual,4/22/2015,2015,,,,,,,,,1883
